measured log solubility in mols per litre,molecules
-7.21,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl
-2.96,CCCCI
-2.0,O=[N+]([O-])C(Cl)(Cl)Cl
-2.4,C=C(C)C(=C)C
-0.82,CCCOC(=O)CC
-3.36,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
-3.23,C=CCCCC
-0.5,CC(C)(C)CCO
-1.99,C=CC(C)(O)CCC=C(C)C
-0.09,CCOCC
-1.91,BrC(Br)Br
-5.16,CCCCC(C)CC
-1.11,COc1ncc2nccnc2n1
-5.382000000000001,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1
-2.22,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
-2.58,CCCSCCC
-3.63,CCCCCCCCCCO
-1.55,CCCCCC(C)O
0.0,CCCCO
-6.14,Clc1ccc(-c2c(Cl)cccc2Cl)cc1
-0.66,CCCOCC
-1.95,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
-3.03,C=C(C)CCC
-2.13,CCCCC(C=O)CC
-4.62,Cc1ccc(-c2ccccc2)cc1
-0.4,C=C
-2.349,O=C1NC(=O)C2(CCCC2)C(=O)N1
-4.36,CC(C)C(C)(C)C
-4.38,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
-3.01,CCCCCCCCCO
-2.51,CCC(C)(C)Cl
-4.69,CCCCCCCCCCCC(=O)OC
-2.54,C/C=C/CC
-2.15,CC(C)CNC(=O)N1CCNC1=O
-7.68,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1
-8.56,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
-1.29,CC(Cl)Cl
-1.9,ClC(Br)Br
0.106,CNC(=O)ON=C(SC)C(=O)N(C)C
-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
-1.85,CCCCOCCCC
-3.64,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
-1.04,CCC(C)(C)CO
-1.28,CCCCCOC(=O)CC
-1.16,c1ccc2ocnc2c1
-4.16,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C
-2.168,N#CC(Cl)(Cl)Cl
-1.46,CCNC(=S)NCC
0.62,CCCO
-0.88,OC1CCCCCC1
-3.82,C/C=C/CCCC
0.85,CCOC(N)=O
-4.86,CCN(CC)C(=S)SSC(=S)N(CC)CC
-3.22,O=C1NCCN1c1ncc([N+](=O)[O-])s1
-0.43,CCOC(C)OCC
-7.92,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl
0.52,CCC(C)=O
-7.28,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl
-1.52,CCC(C=O)CC
-2.43,CC(C)CBr
-0.24,COC(C)(C)C
-3.896,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
-1.75,CCCOC(=O)CCC
-1.6,CCCCC(C)(O)CC
-1.947,Oc1ncc2nccnc2n1
-0.98,CCCC(C)(O)CC
0.57,C=CC=O
-4.26,CC(C)CC(C)C
-1.06,CCCl
-1.37,CCCCOC=O
-5.24,CCCCCCCC
-7.8,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1
-9.16,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl
-2.74,FC(F)(Cl)C(F)(F)Cl
-1.34,CCCCC(=O)OC
-0.83,C=CCSS(=O)CC=C
-1.77,O=C1CSC(=S)N1
-0.71,CCC(C)CCO
-1.47,CCCCl
-0.62,CC(O)C(C)(C)C
-2.28,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
-1.96,CCC(C)Cl
-1.52,CC(C)CCOC=O
-1.96,ClC=C(Cl)Cl
-0.972,Nc1nc(=O)[nH]cc1F
-0.28,CCC(=O)CC
-6.005,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
-0.8,CCCC(O)CC
1.1,c1ccnnc1
-4.706,CCN1c2ccccc2N(C)C(=S)c2cccnc21
-1.4,CCCC(O)CCC
-4.8,CC(C)C(C)C(C)C
0.39,OC1COC(O)C(O)C1O
-3.59,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
0.64,OCC1OC(O)(CO)C(O)C1O
-2.436,Cc1cc(=O)[nH]c(=S)[nH]1
-5.47,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1
-2.64,CCC1(c2ccccc2)C(=O)NCNC1=O
-4.38,c1ccc2c(c1)sc1ccccc12
-2.09,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1
-4.081,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-4.046,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl
-1.64,CC12CCC(CC1)C(C)(C)O2
-2.06,C=C(C)C1CC=C(C)C(=O)C1
0.49,C1CCOC1
-6.01,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1
0.3,O=C1CCC(=O)N1
-7.92,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1
-1.5,c1ccc2scnc2c1
-4.09,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
-7.85,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2
-8.6,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1
-3.2460000000000004,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O
-3.81,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
-8.699,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
-2.878,Nc1cnn(-c2ccccc2)c(=O)c1Cl
-4.19,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl
-6.78,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
-3.1710000000000003,CN(C)C(=O)NC1CC2CC1C1CCCC21
0.74,OCC1OC(O)C(O)C(O)C1O
-3.18,Sc1nc2ccccc2s1
-3.93,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
-0.85,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1
-3.81,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
-3.38,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
-1.99,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1
-5.19,O=C1c2ccccc2C(=O)c2ccccc21
-1.06,CC1=CC(=O)CC(C)(C)C1
-5.19,C1CCC2CCCCC2C1
-3.583,Nc1nc2[nH]cnc2c(=O)[nH]1
-8.0,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12
-3.48,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O
-3.127,Nc1cnn(-c2ccccc2)c(=O)c1Br
-2.68,c1cnc2c(c1)ccc1ncccc12
-4.743,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O
-4.047,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1
-5.43,Clc1c(Cl)c(Cl)c2nccnc2c1Cl
-5.292999999999999,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O
-4.445,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
-3.29,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1
0.11,CC1CCCO1
-0.03,C1CCOCC1
-3.73,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
-2.925,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
-3.27,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
